Timestamp,Email Address,Уже делал/делала такую задачу,Объем,Сложность:,Понятность:,Неопределенность,"Оценка, SP",Уже делал/делала такую задачу.1,Объем.1,Сложность:.1,Понятность:.1,Неопределенность.1,"Оценка, SP.1",Уже делал/делала такую задачу.2,Объем.2,Сложность:.2,Понятность:.2,Неопределенность.2,"Оценка, SP.2",Уже делал/делала такую задачу.3,Объем.3,Сложность:.3,Понятность:.3,Неопределенность.3,"Оценка, SP.3",Уже делал/делала такую задачу.4,Объем.4,Сложность:.4,Понятность:.4,Неопределенность.4,"Оценка, SP.4"
6/27/2022 15:32:02,,Да,S,"1 — точно знаю, что делать","1 — рутина, все понятно;",1 — все в моих руках;,0.5,Нет,S,"2 — представляю в общих чертах, что делать",2 — есть вопросы;,2 — я завишу от решений продуктовой команды;,1.0,Нет,S,"2 — представляю в общих чертах, что делать",2 — есть вопросы;,2 — я завишу от решений продуктовой команды;,1,Да,M,"1 — точно знаю, что делать",2 — есть вопросы;,1 — все в моих руках;,2,Да,M,"1 — точно знаю, что делать",2 — есть вопросы;,2 — я завишу от решений продуктовой команды;,3
